Unnamed: 0,words,sentence,labels_y
"[392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392, 392]","['By', 'this', 'time', 'they', 'might', 'be', 'satisfied', 'we', 'meant', 'them', 'no', 'harm', ';', 'so', 'that', ',', 'had', 'we', 'made', 'a', 'longer', 'stay', ',', 'we', 'might', 'soon', 'have', 'been', 'upon', 'good', 'terms', 'with', 'this', 'ape-like', 'nation', '.']","By this time they might be satisfied we meant them no harm ; so that , had we made a longer stay , we might soon have been upon good terms with this ape-like nation .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-aspect', 'O']"
"[393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393, 393]","['CHAPTER', 'II', 'THE', 'CHUMBI', 'VALLEY', 'AND', 'THE', 'TIBETAN', 'PLATEAU', 'The', 'range', 'of', 'mountains', 'which', 'here', 'forms', 'the', 'boundary', 'between', 'Sikkim', 'and', 'Tibet', 'runs', 'nearly', 'North', 'and', 'South', ',', 'and', 'the', 'two', 'main', 'passes', 'across', 'it', 'are', 'the', 'Jelep', 'La', 'and', 'the', 'Nathu', 'La', ',', 'the', 'latter', 'being', 'a', 'few', 'miles', 'to', 'the', 'North', 'of', 'the', 'Jelep', 'La', 'and', 'about', 'the', 'same', 'height', '.']","CHAPTER II THE CHUMBI VALLEY AND THE TIBETAN PLATEAU The range of mountains which here forms the boundary between Sikkim and Tibet runs nearly North and South , and the two main passes across it are the Jelep La and the Nathu La , the latter being a few miles to the North of the Jelep La and about the same height .","['O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'B-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-aspect', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O']"
"[394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394]","['CHAPTER', 'VII', 'LANDING', 'AT', 'YANKTON', 'AND', 'GETTING', 'ON', 'THE', 'LAND', 'It', 'may', 'be', 'of', 'interest', 'to', 'take', 'a', 'look', 'at', 'the', 'town', 'of', 'Yankton', 'of', 'forty', 'years', 'ago', ',', 'where', 'we', 'finally', 'landed', '.']","CHAPTER VII LANDING AT YANKTON AND GETTING ON THE LAND It may be of interest to take a look at the town of Yankton of forty years ago , where we finally landed .","['O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395, 395]","['CHAPTER', 'XV', 'DESCRIPTION', 'OF', 'FORT', 'UNION', 'AND', 'ITS', 'NEIGHBOURHOOD', 'Description', 'of', 'the', 'Fort', 'and', 'its', 'Vicinity', '--', 'Its', 'Inhabitants', ',', 'and', 'the', 'Fur', 'Trade', 'on', 'the', 'Upper', 'Missouri', '--', 'The', 'Indian', 'Branch', 'of', 'the', 'Assiniboins', ',', 'the', 'original', 'Possessors', 'of', 'this', 'Spot', '.']","CHAPTER XV DESCRIPTION OF FORT UNION AND ITS NEIGHBOURHOOD Description of the Fort and its Vicinity -- Its Inhabitants , and the Fur Trade on the Upper Missouri -- The Indian Branch of the Assiniboins , the original Possessors of this Spot .","['O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'I-aspect', 'I-aspect', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'I-aspect', 'B-aspect', 'I-aspect', 'O', 'I-aspect', 'B-aspect', 'I-aspect', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'O', 'I-aspect', 'O', 'O', 'I-aspect', 'O', 'O', 'O']"
"[396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396]","['CHAPTER', 'XVI', 'THE', 'REVIVAL', 'OF', 'ANTARCTIC', 'INTEREST', 'Modern', 'Means', 'and', 'Methods', '--', 'Private', 'Enterprise', 'leads', '--', 'The', '_Valdavia_', '--', 'The', '_Belgica_', 'Expedition', '--', 'International', 'Action', 'adopted', '--', 'The', 'German', 'Expedition', '--', 'An', 'Ice-bound', 'Land', '--', 'Fresh', 'Trade-Winds', '.']",CHAPTER XVI THE REVIVAL OF ANTARCTIC INTEREST Modern Means and Methods -- Private Enterprise leads -- The _Valdavia_ -- The _Belgica_ Expedition -- International Action adopted -- The German Expedition -- An Ice-bound Land -- Fresh Trade-Winds .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'I-aspect', 'O', 'O', 'O', 'O']"
"[397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397]","['CHAPTER', 'XVII', 'THE', 'SWEDISH', 'EXPEDITION', 'Sails', 'in', 'the', '_Antarctica_', '--', 'Argentine', 'Co-operation', '--', 'First', 'Antarctic', 'Fossil', '--', 'Building', 'the', 'Winter', 'Station', '--', 'A', 'Breezy', 'Corner', '--', 'Electric', 'Snow', '--', 'A', 'Spare', 'Diet', '--', 'New', 'Year', 'Festivities', '--', 'The', 'Missing', 'Ship', '--', 'Relief', 'that', 'never', 'Came', '--', 'A', 'Devastating', 'Nip', '--', 'Castaway', '--', 'The', 'Unexpected', 'Happens', '--', 'A', 'Dramatic', 'Meeting', '--', 'Rescued', '.']",CHAPTER XVII THE SWEDISH EXPEDITION Sails in the _Antarctica_ -- Argentine Co-operation -- First Antarctic Fossil -- Building the Winter Station -- A Breezy Corner -- Electric Snow -- A Spare Diet -- New Year Festivities -- The Missing Ship -- Relief that never Came -- A Devastating Nip -- Castaway -- The Unexpected Happens -- A Dramatic Meeting -- Rescued .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[398, 398, 398, 398, 398, 398, 398, 398, 398, 398, 398, 398, 398, 398, 398, 398, 398, 398, 398]","['Cacti', 'of', 'a', 'number', 'of', 'varieties', 'flourish', 'but', 'are', 'conspicuous', 'only', 'in', 'May', 'and', 'June', 'when', 'they', 'bloom', '.']",Cacti of a number of varieties flourish but are conspicuous only in May and June when they bloom .,"['B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[399, 399, 399, 399, 399, 399, 399, 399, 399, 399, 399, 399, 399, 399, 399, 399, 399, 399, 399, 399, 399, 399, 399, 399, 399, 399, 399, 399, 399, 399]","['Caladiums', ',', 'kolocasias', 'and', 'begonias', 'were', 'growing', 'on', 'every', 'rock', ',', 'and', 'the', 'giant', 'pothos', 'with', 'its', 'large', 'shining', 'leaves', 'grew', 'up', 'the', 'stems', 'of', 'many', 'of', 'the', 'trees', '.']","Caladiums , kolocasias and begonias were growing on every rock , and the giant pothos with its large shining leaves grew up the stems of many of the trees .","['B-aspect', 'O', 'B-aspect', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O']"
"[400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400]","['Calm', ',', 'with', 'now', 'and', 'then', 'light', 'Airs', 'from', 'the', 'North-East', 'and', 'North-West', ';', 'cloudy', 'weather', ',', 'but', 'remarkably', 'warm', ',', 'and', 'so', 'it', 'hath', 'been', 'for', 'some', 'days', 'past', '.']","Calm , with now and then light Airs from the North-East and North-West ; cloudy weather , but remarkably warm , and so it hath been for some days past .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[401, 401, 401, 401, 401, 401, 401, 401, 401, 401, 401, 401]","['Calm', 'serene', 'weather', ',', 'with', 'sometimes', 'light', 'Airs', 'from', 'the', 'Northward', '.']","Calm serene weather , with sometimes light Airs from the Northward .","['O', 'O', 'B-aspect', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'O']"
"[402, 402, 402, 402, 402, 402, 402, 402, 402, 402, 402, 402, 402, 402, 402, 402, 402, 402, 402, 402, 402, 402, 402, 402, 402, 402, 402, 402]","['Camp', 'Badush', ',', 'at', 'a', 'height', 'of', '9100', 'feet', ',', 'though', 'shut', 'in', 'by', 'high', 'mountains', ',', 'was', 'cool', '--', 'a', 'barren', ',', 'rocky', ',', 'treeless', 'spot', '.']","Camp Badush , at a height of 9100 feet , though shut in by high mountains , was cool -- a barren , rocky , treeless spot .","['B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'B-aspect', 'O', 'O']"
"[403, 403, 403, 403, 403, 403, 403, 403, 403, 403, 403, 403, 403]","['Canadian', 'weasel', '(', '_Musetela', 'Canadensis_', ')', ':', '500', 'to', '600', '.', '5', '.']",Canadian weasel ( _Musetela Canadensis_ ) : 500 to 600 . 5 .,"['B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[404, 404, 404, 404, 404, 404, 404, 404, 404, 404, 404, 404, 404, 404, 404, 404, 404, 404]","['Candida', 'alla', 'Croce', 'at', 'Gorgo', ';', 'and', 'many', 'faithful', 'followers', 'of', 'Christ', 'received', 'martyrdom', 'in', 'this', 'place', '.']",Candida alla Croce at Gorgo ; and many faithful followers of Christ received martyrdom in this place .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O']"
"[405, 405, 405, 405, 405, 405, 405, 405, 405, 405, 405, 405, 405, 405]","['Carrie', 'Severson', ',', 'a', 'widow', 'whom', 'they', 'had', 'known', 'from', 'the', 'old', 'country', '.']","Carrie Severson , a widow whom they had known from the old country .","['B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'O']"
"[406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406]","['Caterina', ',', 'now', 'the', 'Commando', 'Militare', ',', 'and', 'facing', 'it', ',', 'S.']","Caterina , now the Commando Militare , and facing it , S.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[407, 407, 407, 407, 407, 407, 407, 407, 407, 407, 407, 407, 407, 407, 407, 407, 407, 407, 407]","['Cependant', 'la', 'crainte', 'que', 'ce', 'sauvage', 'eut', 'de', 'retomber', 'entre', 'les', 'mains', 'des', 'Antastoes', 'luy', 'fit', 'dire', 'à', 'M.']",Cependant la crainte que ce sauvage eut de retomber entre les mains des Antastoes luy fit dire à M.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O']"
"[408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408]","['Charlevoix', 'sometimes', 'wrongly', 'has', 'it', '``', 'de', 'Dallion', '.', ""''"", 'I', 'follow', 'the', 'spelling', 'as', 'given', 'in', 'the', 'priest', ""'s"", 'own', 'signature', 'to', 'a', 'letter', 'to', 'a', 'friend', 'in', 'Paris', ',', 'dated', 'at', ""''"", 'Tonachain', '[', 'Toanchain', ']', ',', 'Huron', 'village', ',', 'this', '18th', 'July', ',', '1627', ',', ""''"", 'and', 'signed', ""''"", 'Joseph', 'De', 'La', 'Roche', 'Dallion', '.', ""''"", 'The', 'student', 'of', 'seventeenth-century', 'history', 'need', 'not', 'be', 'reminded', 'that', 'little', 'uniformity', 'in', 'the', 'spelling', 'of', 'proper', 'names', 'can', 'be', 'looked', 'for', ',', 'either', 'in', 'printed', 'books', 'or', 'manuscripts', '.']","Charlevoix sometimes wrongly has it `` de Dallion . '' I follow the spelling as given in the priest 's own signature to a letter to a friend in Paris , dated at '' Tonachain [ Toanchain ] , Huron village , this 18th July , 1627 , '' and signed '' Joseph De La Roche Dallion . '' The student of seventeenth-century history need not be reminded that little uniformity in the spelling of proper names can be looked for , either in printed books or manuscripts .","['B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409]","['Cinnabarinum_', ',', 'with', 'flowers', 'showing', 'every', 'shade', 'of', 'orange', 'and', 'red', '.']","Cinnabarinum_ , with flowers showing every shade of orange and red .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[410, 410, 410, 410, 410, 410, 410, 410, 410, 410, 410, 410, 410, 410, 410]","['Cinnabarinum_', 'with', 'its', 'orange', 'bells', 'of', 'waxy', 'flowers', 'relieved', 'the', 'darkness', 'of', 'the', 'firs', '.']",Cinnabarinum_ with its orange bells of waxy flowers relieved the darkness of the firs .,"['O', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'O', 'I-aspect', 'I-aspect', 'O', 'B-aspect', 'I-aspect', 'O', 'B-aspect', 'I-aspect', 'O']"
"[411, 411, 411, 411, 411, 411, 411, 411, 411, 411, 411]","['Circle', 'from', 'which', 'extend', 'radiating', 'shadow-lines', 'mark', 'position', 'of', 'man', '.']",Circle from which extend radiating shadow-lines mark position of man .,"['O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O']"
"[412, 412, 412, 412, 412, 412, 412, 412, 412, 412, 412, 412, 412]","['Clarke', '&', 'Co.', ',', 'Boston', ',', 'Mass', '.', '1892', '.', '187', 'pages', '.']","Clarke & Co. , Boston , Mass . 1892 . 187 pages .","['B-aspect', 'O', 'O', 'O', 'B-aspect', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O']"
"[413, 413, 413, 413, 413]","['Clear', ',', 'serene', 'weather', '.']","Clear , serene weather .","['B-aspect', 'O', 'I-aspect', 'I-aspect', 'O']"
"[414, 414, 414, 414, 414, 414, 414, 414]","['Clement', 'Bryant', 'and', 'perhaps', 'other', 'local', 'writers', '.']",Clement Bryant and perhaps other local writers .,"['B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O']"
"[415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415, 415]","['Clement', 'Bryant', 'published', 'a', 'part', 'of', 'it', 'in', 'his', ""''"", 'Captain', 'Brant', 'and', 'the', 'Old', 'King', ',', ""''"", '_q', '.', 'v._', '[', '16', ']', 'What', 'became', 'of', 'all', 'the', 'scalps', 'brought', 'in', 'to', 'Fort', 'Niagara', 'during', 'these', 'years', ',', 'and', 'delivered', 'up', 'to', 'the', 'British', 'officers', ',', 'if', 'not', 'for', 'pay', ',', 'certainly', 'for', 'presents', '?']","Clement Bryant published a part of it in his '' Captain Brant and the Old King , '' _q . v._ [ 16 ] What became of all the scalps brought in to Fort Niagara during these years , and delivered up to the British officers , if not for pay , certainly for presents ?","['B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416]","['Clemente', 'would', 'seem', 'to', 'prove', 'this', 'story', ';', 'but', 'finding', 'his', 'health', 'suffer', 'from', 'the', 'air', 'of', 'the', 'Eternal', 'City', ',', 'he', 'returned', 'to', 'Florence', ',', 'and', 'began', 'to', 'paint', 'here', 'in', 'the', 'Church', 'of', 'S.']","Clemente would seem to prove this story ; but finding his health suffer from the air of the Eternal City , he returned to Florence , and began to paint here in the Church of S.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[417, 417, 417, 417, 417, 417, 417, 417, 417, 417, 417, 417, 417, 417, 417, 417, 417]","['Climbers', 'of', 'all', 'kinds', ',', 'such', 'as', 'vines', 'and', 'peppers', ',', 'hung', 'down', 'from', 'the', 'branches', '.']","Climbers of all kinds , such as vines and peppers , hung down from the branches .","['B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O']"
"[418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418]","['Close', 'by', 'is', 'a', 'group', 'of', 'old', 'towers', ',', 'still', 'picturesque', 'and', 'splendid', '.']","Close by is a group of old towers , still picturesque and splendid .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419]","['Closely', 'related', 'to', 'the', 'sod', 'house', 'was', 'the', 'mud', 'house', 'where', 'the', 'walls', ',', 'about', 'two', 'or', 'three', 'feet', 'thick', ',', 'were', 'made', 'of', 'well', 'tramped', 'mud', 'and', 'straw', '.']","Closely related to the sod house was the mud house where the walls , about two or three feet thick , were made of well tramped mud and straw .","['O', 'O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'B-aspect', 'O']"
"[420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420]","['Clothing', 'of', 'any', 'description', 'is', 'hardly', 'to', 'be', 'had', 'at', 'any', 'price', ',', 'and', 'the', 'majority', 'of', 'the', 'miners', 'go', 'about', 'in', 'rags', '.']","Clothing of any description is hardly to be had at any price , and the majority of the miners go about in rags .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O']"
"[421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421, 421]","['Cloudy', 'weather', ';', 'Winds', 'at', 'South-West', 'and', 'South-South-West', ',', 'a', 'fresh', 'Gale', ',', 'with', 'which', 'we', 'made', 'our', 'Course', 'good', 'North-West', 'by', 'West', ',', 'and', 'distance', 'run', 'from', 'Yesterday', 'at', 'Noon', 'to', 'this', 'day', 'at', 'Noon', '38', '1/2', 'Leagues', '.']","Cloudy weather ; Winds at South-West and South-South-West , a fresh Gale , with which we made our Course good North-West by West , and distance run from Yesterday at Noon to this day at Noon 38 1/2 Leagues .","['B-aspect', 'I-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[422, 422, 422, 422, 422, 422, 422, 422, 422, 422, 422]","['Coarse', 'grey', 'mud', ',', 'superficial', 'layer', 'more', 'liquid', 'and', 'brown', '.']","Coarse grey mud , superficial layer more liquid and brown .","['O', 'O', 'B-aspect', 'O', 'B-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'I-aspect', 'O']"
"[423, 423, 423, 423, 423, 423, 423]","['Colleton', 'of', 'the', 'Royal', 'Artillery', ',', 'Lt.']","Colleton of the Royal Artillery , Lt.","['O', 'O', 'O', 'B-aspect', 'I-aspect', 'O', 'O']"
"[424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424, 424]","['Colonel', 'Bolton', ',', 'more', 'especially', 'regarding', 'the', 'modes', 'of', 'this', 'place', 'and', 'the', 'public', 'accounts', '&', 'c', 'from', 'whom', 'he', 'received', 'no', 'further', 'information', ',', 'than', 'that', 'they', 'were', 'kept', ',', 'and', 'made', 'up', 'by', 'the', 'established', 'house', 'at', 'that', 'post', ',', 'and', 'consider', 'of', 'goods', ',', 'orders', 'and', 'all', 'contingencies', 'and', 'disbursements', 'for', 'Indians', ',', 'ranging', 'parties', ',', 'Prisoners', ',', '&', 'c.']","Colonel Bolton , more especially regarding the modes of this place and the public accounts & c from whom he received no further information , than that they were kept , and made up by the established house at that post , and consider of goods , orders and all contingencies and disbursements for Indians , ranging parties , Prisoners , & c.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O', 'O', 'B-aspect', 'O', 'O', 'O']"
