,sentence,text,_sentence_text,aspect_cat
147,GB-70_sample_English_19.txt_3969-4094,mare,"His Arab mare is his idol , not because she is a lovable animal and carries him well , but because she is valuable property .",FAUNA
148,GB-70_sample_English_19.txt_4349-4480,creature,"She is a dainty , heartless , frivolous creature , very graceful and pretty , and in character much like a selfish , spoilt woman .",FAUNA
149,GB-70_sample_English_19.txt_4481-4683,horses,"Unfortunately , in one of the many attempted fights among the horses , _Screw_ kicked her on the chest and fore-leg a few days ago , which has made a quarrel between Hadji , _Screw's_ owner , and Aziz .",FAUNA
150,GB-70_sample_English_19.txt_4684-4729,animal,Now Aziz is making me a slave to his animal .,FAUNA
151,GB-70_sample_English_19.txt_4730-4893,mare,"That night , after a tiring day , I was sleeping soundly when I was awakened by Aziz saying I must come to his mare or he would stay behind with her the next day .",FAUNA
152,GB-70_sample_English_19.txt_9393-9635,mules,"Some miles of very pleasant riding brought us to a rocky and dangerous path along the side of a precipice above the river Badush , so narrow as to involve the unloading of several mules , and a bad slip and narrow escape on the part of mine .",FAUNA
153,GB-70_sample_English_19.txt_10550-11001,grassy,"After a restful halt we retraced our route by a low path which avoided the difficult precipices above the Badush , forded it several times , crossed a low pass , descended to the valley of the Mauri Zarin , forded the river , and marched for some miles along its left bank , till the valley opened on great grassy slopes , the skirts of the rocky spurs which buttress the grand mountain Shuturun , the '' Camel Mountain , '' so called from its shape .",FLORA
154,GB-70_sample_English_19.txt_10550-11001,Camel,"After a restful halt we retraced our route by a low path which avoided the difficult precipices above the Badush , forded it several times , crossed a low pass , descended to the valley of the Mauri Zarin , forded the river , and marched for some miles along its left bank , till the valley opened on great grassy slopes , the skirts of the rocky spurs which buttress the grand mountain Shuturun , the '' Camel Mountain , '' so called from its shape .",FAUNA
155,GB-70_sample_English_19.txt_11002-11173,their herbage,"It was a very uninteresting march , through formless gravelly hills , with their herbage all eaten down , nothing remaining but tamarisk scrub and a coarse yellow salvia .",FLORA
156,GB-70_sample_English_19.txt_11002-11173,tamarisk scrub,"It was a very uninteresting march , through formless gravelly hills , with their herbage all eaten down , nothing remaining but tamarisk scrub and a coarse yellow salvia .",FLORA
157,GB-70_sample_English_19.txt_11002-11173,yellow salvia,"It was a very uninteresting march , through formless gravelly hills , with their herbage all eaten down , nothing remaining but tamarisk scrub and a coarse yellow salvia .",FLORA
158,GB-70_sample_English_19.txt_12341-12480,flowers,"He brings tasteful little bouquets of flowers , gathers wild cherries , and shows the little courtesies which spring from a kindly nature .",FLORA
159,GB-70_sample_English_19.txt_12341-12480,wild cherries,"He brings tasteful little bouquets of flowers , gathers wild cherries , and shows the little courtesies which spring from a kindly nature .",FLORA
160,GB-70_sample_English_19.txt_13619-13808,horse,"One tribe has put up a stone breastwork at our end of the valley , but the enemy is attacking the other . 3 P.M. -- An hour ago Mirab Khan arrived with a number of armed horse and footmen .",FAUNA
161,GB-70_sample_English_19.txt_14232-14377,animals,All the animals have been driven in . 4 P.M. -- A man with grimy arms bare to the elbow has just run down to the Agha 's camp from the conflict .,FAUNA
162,GB-70_sample_English_19.txt_16469-16837,their light horse,"FOOTNOTES : [ 6 ] A `` Diz '' is a natural fort believed to be impregnable . [ 7 ] To English people the Bakhtiaris profess great friendliness for England , and the opinion has been expressed by some well-informed writers that , in the event of an English occupation of the country , their light horse , drilled by English officers , would prove valuable auxiliaries .",FAUNA
163,GB-70_sample_English_19.txt_17071-17448,sheep,"Yesterday we marched through narrow defiles and along hillsides to this lake , without seeing a tent , a man , or even a sheep or goat , following a stream which bears several names and receives several torrents which burst , full grown , from powerful springs in the mountain sides -- a frequent phenomenon in this country -- from its source till its entrance into this lake .",FAUNA
164,GB-70_sample_English_19.txt_17071-17448,goat,"Yesterday we marched through narrow defiles and along hillsides to this lake , without seeing a tent , a man , or even a sheep or goat , following a stream which bears several names and receives several torrents which burst , full grown , from powerful springs in the mountain sides -- a frequent phenomenon in this country -- from its source till its entrance into this lake .",FAUNA
165,GB-70_sample_English_19.txt_17663-18100,Juniperus excelsa,"The mountains on the left bank are great shapeless masses of bare gravel rising into the high but blunt summit of the Sefid Kuh , with only occasional outcrops of rock ; here and there among the crevices of the rocky spurs of Shuturun the _Juniperus excelsa_ plants itself ; otherwise , on the sun-scorched gravel only low tamarisk bushes , yellow salvias , a few belated campanulas , and a very lovely blue _Trichodesma mollis_ remain .",FLORA
166,GB-70_sample_English_19.txt_17663-18100,tamarisk bushes,"The mountains on the left bank are great shapeless masses of bare gravel rising into the high but blunt summit of the Sefid Kuh , with only occasional outcrops of rock ; here and there among the crevices of the rocky spurs of Shuturun the _Juniperus excelsa_ plants itself ; otherwise , on the sun-scorched gravel only low tamarisk bushes , yellow salvias , a few belated campanulas , and a very lovely blue _Trichodesma mollis_ remain .",FLORA
167,GB-70_sample_English_19.txt_17663-18100,yellow salvias,"The mountains on the left bank are great shapeless masses of bare gravel rising into the high but blunt summit of the Sefid Kuh , with only occasional outcrops of rock ; here and there among the crevices of the rocky spurs of Shuturun the _Juniperus excelsa_ plants itself ; otherwise , on the sun-scorched gravel only low tamarisk bushes , yellow salvias , a few belated campanulas , and a very lovely blue _Trichodesma mollis_ remain .",FLORA
168,GB-70_sample_English_19.txt_17663-18100,campanulas,"The mountains on the left bank are great shapeless masses of bare gravel rising into the high but blunt summit of the Sefid Kuh , with only occasional outcrops of rock ; here and there among the crevices of the rocky spurs of Shuturun the _Juniperus excelsa_ plants itself ; otherwise , on the sun-scorched gravel only low tamarisk bushes , yellow salvias , a few belated campanulas , and a very lovely blue _Trichodesma mollis_ remain .",FLORA
169,GB-70_sample_English_19.txt_17663-18100,Trichodesma mollis,"The mountains on the left bank are great shapeless masses of bare gravel rising into the high but blunt summit of the Sefid Kuh , with only occasional outcrops of rock ; here and there among the crevices of the rocky spurs of Shuturun the _Juniperus excelsa_ plants itself ; otherwise , on the sun-scorched gravel only low tamarisk bushes , yellow salvias , a few belated campanulas , and a very lovely blue _Trichodesma mollis_ remain .",FLORA
170,GB-70_sample_English_19.txt_18297-18506,water willows,"Wild , fierce , and rocky are the high mountains in which this gem is set , and now verdureless , except that in some places where their steep sides enter the water willows and hawthorns find scanty roothold .",FLORA
171,GB-70_sample_English_19.txt_18297-18506,hawthorns,"Wild , fierce , and rocky are the high mountains in which this gem is set , and now verdureless , except that in some places where their steep sides enter the water willows and hawthorns find scanty roothold .",FLORA
172,GB-70_sample_English_19.txt_18507-18680,thicket,"Where the river enters the lake there is a thicket of small willows , and where it leaves it its bright waters ripple through a wood of cherry , pear , plum , and hawthorn .",FLORA
173,GB-70_sample_English_19.txt_18507-18680,willows,"Where the river enters the lake there is a thicket of small willows , and where it leaves it its bright waters ripple through a wood of cherry , pear , plum , and hawthorn .",FLORA
174,GB-70_sample_English_19.txt_18507-18680,cherry,"Where the river enters the lake there is a thicket of small willows , and where it leaves it its bright waters ripple through a wood of cherry , pear , plum , and hawthorn .",FLORA
175,GB-70_sample_English_19.txt_18507-18680,pear,"Where the river enters the lake there is a thicket of small willows , and where it leaves it its bright waters ripple through a wood of cherry , pear , plum , and hawthorn .",FLORA
176,GB-70_sample_English_19.txt_18507-18680,plum,"Where the river enters the lake there is a thicket of small willows , and where it leaves it its bright waters ripple through a wood of cherry , pear , plum , and hawthorn .",FLORA
177,GB-70_sample_English_19.txt_18507-18680,hawthorn,"Where the river enters the lake there is a thicket of small willows , and where it leaves it its bright waters ripple through a wood of cherry , pear , plum , and hawthorn .",FLORA
178,GB-70_sample_English_19.txt_18681-19099,bushes,"A broad high bank of gravel lies across a part of its lower end , and all seemed so safe and solitary that I pitched my camp here for Sunday at an unusual distance from the other camps . `` Things are not what they seem . '' Two armed Hajwands visited the camps , shots were heard at intervals this morning , and in the night some of the watch said they saw a number of men advancing towards us from under the bushes .",FLORA
179,GB-70_sample_English_19.txt_19100-19294,mules,"I heard the sharp crack of our own rifles twice , and the Agha and Sahib calling on every one to be on the alert ; the mules were driven in , and a great fire was made , but nothing came of it .",FAUNA
180,GB-70_sample_English_19.txt_20477-21033,camel thorn,"A blazing hillside ; a mountain of gravel among others of similar ugliness , sprinkled with camel thorn and thistles ; a steep and long descent to a stream ; ripe wheat on some irrigated slopes ; above these the hundred hovels of the village of Sarawand clinging one above another to the hillside , their white clay roofs intolerable in the fierce light ; more scorched gravel hills breaking off abruptly , and then a blazing plain , in a mist of dust and heat , and low hills on the farther side seen through a brown haze , make up the view from my tent .",FLORA
181,GB-70_sample_English_19.txt_20477-21033,thistles,"A blazing hillside ; a mountain of gravel among others of similar ugliness , sprinkled with camel thorn and thistles ; a steep and long descent to a stream ; ripe wheat on some irrigated slopes ; above these the hundred hovels of the village of Sarawand clinging one above another to the hillside , their white clay roofs intolerable in the fierce light ; more scorched gravel hills breaking off abruptly , and then a blazing plain , in a mist of dust and heat , and low hills on the farther side seen through a brown haze , make up the view from my tent .",FLORA
182,GB-70_sample_English_19.txt_20477-21033,wheat,"A blazing hillside ; a mountain of gravel among others of similar ugliness , sprinkled with camel thorn and thistles ; a steep and long descent to a stream ; ripe wheat on some irrigated slopes ; above these the hundred hovels of the village of Sarawand clinging one above another to the hillside , their white clay roofs intolerable in the fierce light ; more scorched gravel hills breaking off abruptly , and then a blazing plain , in a mist of dust and heat , and low hills on the farther side seen through a brown haze , make up the view from my tent .",FLORA
183,GB-70_sample_English_19.txt_22710-22953,flowers,"On reaching an alpine valley , rich in flowers , we halted till the caravan approached , and then rode on , the `` we '' that day being the guide on foot , and the Agha , the Sahib , Aziz Khan , Mirza , and myself on horseback in single file .",FLORA
184,GB-104_sample_English_20.txt_6646-6834,fire flies,"These points of light were , of course , fire flies , so called , or certain phosphorescent bugs which at that time were very numerous because of the abundant grass prevailing everywhere .",FAUNA
185,GB-104_sample_English_20.txt_8188-8384,corn,"There is today many a waving field of corn and grain where we boys of the first generation of settlers once launched our home made boats , hunted ducks , swam and occasionally came near drowning .",FLORA
186,GB-104_sample_English_20.txt_8188-8384,grain,"There is today many a waving field of corn and grain where we boys of the first generation of settlers once launched our home made boats , hunted ducks , swam and occasionally came near drowning .",FLORA
187,GB-104_sample_English_20.txt_8188-8384,ducks,"There is today many a waving field of corn and grain where we boys of the first generation of settlers once launched our home made boats , hunted ducks , swam and occasionally came near drowning .",FAUNA
188,GB-104_sample_English_20.txt_9112-9248,cattle,"There were no wire fences to mark boundaries between farms or to form pastures in those days , and the cattle were herded far and wide .",FAUNA
189,GB-104_sample_English_20.txt_10427-10591,oxen,The little breaking which was done was done with oxen and sometimes the direction of the field to be was determined by the oxen themselves more than by the driver .,FAUNA
190,GB-104_sample_English_20.txt_10427-10591,oxen,The little breaking which was done was done with oxen and sometimes the direction of the field to be was determined by the oxen themselves more than by the driver .,FAUNA
191,GB-104_sample_English_20.txt_10592-10694,wheat,"Some wheat , corn and oats was raised , but the main dependence of the farmer was cattle and milking .",FLORA
192,GB-104_sample_English_20.txt_10592-10694,corn,"Some wheat , corn and oats was raised , but the main dependence of the farmer was cattle and milking .",FLORA
193,GB-104_sample_English_20.txt_10592-10694,oats,"Some wheat , corn and oats was raised , but the main dependence of the farmer was cattle and milking .",FLORA
194,GB-104_sample_English_20.txt_10592-10694,cattle,"Some wheat , corn and oats was raised , but the main dependence of the farmer was cattle and milking .",FAUNA
195,GB-104_sample_English_20.txt_12178-12301,grass,"What could these men -- farmers and men of trades -- do in this howling wilderness of grass , grass and nothing but grass ?",FLORA
196,GB-104_sample_English_20.txt_12178-12301,grass,"What could these men -- farmers and men of trades -- do in this howling wilderness of grass , grass and nothing but grass ?",FLORA
197,GB-104_sample_English_20.txt_12178-12301,grass,"What could these men -- farmers and men of trades -- do in this howling wilderness of grass , grass and nothing but grass ?",FLORA
198,GB-104_sample_English_20.txt_12302-12375,mosquitoes,"Yes , there was something else -- mosquitoes -- and oh , how they stung !",FAUNA
199,GB-104_sample_English_20.txt_12376-12496,flies,"Also flies , and how incessantly and mercilessly they attacked the fair soft skin of these pilgrims from the Norseland !",FAUNA
200,GB-104_sample_English_20.txt_12731-12935,grass,"Shoes were bought ; houses were of sod or earth and needed no paint ; years would be required to make cultivated fields out of this sea of grass , and meanwhile they and their families must somehow live .",FLORA
201,GB-104_sample_English_20.txt_13150-13323,fly,"The dwellings were small , without cooling porches , and in summer necessarily hot , and they had no screens to protect the inmates from the blood-thirsty fly and mosquito .",FAUNA
202,GB-104_sample_English_20.txt_13150-13323,mosquito,"The dwellings were small , without cooling porches , and in summer necessarily hot , and they had no screens to protect the inmates from the blood-thirsty fly and mosquito .",FAUNA
203,GB-104_sample_English_20.txt_13794-14229,grass,"But this I do know , that now I have no money either to take myself or any of you back again . '' `` Then , '' rejoined the first one , `` if now I could stand on the highway where we started , even with nothing but a shirt on my back , I should be the happiest man alive . '' Another said : `` There is not even grass here such as one can cut with a scythe and , as for land I shall have none of it . '' And in his case it became so .",FLORA
204,GB-104_sample_English_20.txt_14972-15106,flies,"Unless some one takes pity on me and helps me to return home , the flies and mosquitoes alone will have finished me before that time .",FAUNA
205,GB-104_sample_English_20.txt_14972-15106,mosquitoes,"Unless some one takes pity on me and helps me to return home , the flies and mosquitoes alone will have finished me before that time .",FAUNA
206,GB-104_sample_English_20.txt_17411-17576,oaken stumps,"But if it had not been for the old oaken stumps and the warm woolen clothes we had brought with us , it is hard to see how we could have survived that first winter .",FLORA
207,GB-104_sample_English_20.txt_18290-18371,cows,"The stable , for three cows and two ponies , was an excavation in the side hill .",FAUNA
208,GB-104_sample_English_20.txt_18290-18371,ponies,"The stable , for three cows and two ponies , was an excavation in the side hill .",FAUNA
209,GB-104_sample_English_20.txt_18372-18512,straw,"The hill formed the full wall on the upper side and part of the wall on the other sides , the rest being filled in with straw , hay or sod .",FLORA
210,GB-104_sample_English_20.txt_18372-18512,hay,"The hill formed the full wall on the upper side and part of the wall on the other sides , the rest being filled in with straw , hay or sod .",FLORA
211,GB-104_sample_English_20.txt_18513-18647,hay,"Over these walls was thrown brush with a little frame work of supports underneath , and then the whole was covered with hay or straw .",FLORA
212,GB-104_sample_English_20.txt_18513-18647,straw,"Over these walls was thrown brush with a little frame work of supports underneath , and then the whole was covered with hay or straw .",FLORA
213,GB-104_sample_English_20.txt_18648-18790,grape vines,"For a door , in our case , Father took a bush , covered with an entanglement of grape vines , set it in the doorway and piled hay against it .",FLORA
214,GB-104_sample_English_20.txt_18648-18790,hay,"For a door , in our case , Father took a bush , covered with an entanglement of grape vines , set it in the doorway and piled hay against it .",FLORA
215,GB-104_sample_English_20.txt_19067-19222,pigs,"The place where the two pigs were kept was built on the same plan , only that it was divided into two stories -- the chickens having roosts over the pigs .",FAUNA
216,GB-104_sample_English_20.txt_19067-19222,chickens,"The place where the two pigs were kept was built on the same plan , only that it was divided into two stories -- the chickens having roosts over the pigs .",FAUNA
217,GB-104_sample_English_20.txt_19067-19222,pigs,"The place where the two pigs were kept was built on the same plan , only that it was divided into two stories -- the chickens having roosts over the pigs .",FAUNA
218,GB-104_sample_English_20.txt_19223-19383,chickens,"But this combination did not prove a success , for whenever the chickens fell down or ventured down to their room mates below , they were eaten up by the pigs .",FAUNA
219,GB-104_sample_English_20.txt_19223-19383,pigs,"But this combination did not prove a success , for whenever the chickens fell down or ventured down to their room mates below , they were eaten up by the pigs .",FAUNA
220,GB-104_sample_English_20.txt_19529-19634,Texas ponies,These were two Texas ponies which Father and Halvor Hevle had purchased out of a herd driven to Yankton .,FAUNA
221,GB-104_sample_English_20.txt_19635-19862,animals,"After picking their choices out of the herd in a large corral , and paying $ 20.00 apiece for their choices , the men in charge lassoed the animals and turned them over to the new owners , at the end of a fairly long new rope .",FAUNA
222,GB-104_sample_English_20.txt_19863-20052,animals,"It was well that the ropes were new and fairly long , for it took three days of both brave and skilled maneuvering to get these wild animals of the plains to the home of their new masters .",FAUNA
223,GB-104_sample_English_20.txt_20274-20492,animals,"But when winter came and the animals which had never known any roof lower than the blue sky , nor walls more confining than the far-flung horizon , were to be quartered in a hole in the ground , real excitement began .",FAUNA
224,GB-104_sample_English_20.txt_21260-21378,horses,These wild horses filled a useful place in the needs of these scattered beginners far from each other and from towns .,FAUNA
225,GB-104_sample_English_20.txt_21379-21504,ox,But it was after all the ox who really helped subdue the soil and lay the foundations for farming and prosperity in general .,FAUNA
226,GB-104_sample_English_20.txt_23386-23814,Corn,"The average newcomer 's larder from which our mothers had to get the materials for three meals a day was generally confined to these articles : Corn meal with more or less of wheat flour , often less , and not seldom none at all ; fat salt pork , at least part of the time ; milk in considerable quantity both for cooking , drinking in place of tea or coffee and for making a number of dishes made almost exclusively from milk .",FLORA
227,GB-104_sample_English_20.txt_23386-23814,wheat,"The average newcomer 's larder from which our mothers had to get the materials for three meals a day was generally confined to these articles : Corn meal with more or less of wheat flour , often less , and not seldom none at all ; fat salt pork , at least part of the time ; milk in considerable quantity both for cooking , drinking in place of tea or coffee and for making a number of dishes made almost exclusively from milk .",FLORA
228,GB-104_sample_English_20.txt_24754-24917,weed,"It shall be said to their credit , too , that while most of the men of that day used the weed , few of them used it in such beastly excess as is often seen today .",FLORA
229,GB-104_sample_English_20.txt_25054-25126,tobacco,He started to invest that last mite of the family resources in tobacco .,FLORA
230,GB-104_sample_English_20.txt_25243-25401,tobacco,"The ever undaunted Lars replied : `` If I have tobacco I know I can do something or other to make us a living , but if I have no tobacco I can do nothing '' .",FLORA
231,GB-104_sample_English_20.txt_25243-25401,tobacco,"The ever undaunted Lars replied : `` If I have tobacco I know I can do something or other to make us a living , but if I have no tobacco I can do nothing '' .",FLORA
232,GB-104_sample_English_20.txt_25402-25463,tobacco,"So he bought tobacco , and he also made good on the `` living",FLORA
233,GB-7_sample_English_18.txt_638-813,turtle,"Seeing no more shoals or islands , and thinking there might be turtle on this bank , two boats were properly equipped and sent thither ; but returned without having seen one .",FAUNA
234,GB-7_sample_English_18.txt_11680-11820,trees,I then made signs ( for we understood not a word of their language ) that we wanted wood ; and they made signs to us to cut down the trees .,FLORA
235,GB-7_sample_English_18.txt_11821-11961,pig,"By this time , a small pig being brought down and presented to me , I gave the bearer a piece of cloth , with which he seemed well pleased .",FAUNA
236,GB-7_sample_English_18.txt_12040-12156,pig,"The pig was not brought to be exchanged for what we had , but on some other account , probably as a peace-offering .",FAUNA
237,GB-7_sample_English_18.txt_12157-12310,cocoa-nuts,"For , all we could say or do , did not prevail on them to bring down , after this , above half a dozen cocoa-nuts , and a small quantity of fresh water .",FLORA
238,GB-7_sample_English_18.txt_13582-13685,palm,"These houses were something like those of the other isles ; rather low , and covered with palm thatch .",FLORA
239,GB-7_sample_English_18.txt_14016-14131,bread-fruit,"There were , likewise , some bread-fruit , cocoa-nut , and plaintain trees ; but very little fruit on any of them .",FLORA
240,GB-7_sample_English_18.txt_14016-14131,cocoa-nut,"There were , likewise , some bread-fruit , cocoa-nut , and plaintain trees ; but very little fruit on any of them .",FLORA
241,GB-7_sample_English_18.txt_14016-14131,plaintain trees,"There were , likewise , some bread-fruit , cocoa-nut , and plaintain trees ; but very little fruit on any of them .",FLORA
242,GB-7_sample_English_18.txt_14132-14281,yams,"A good many fine yams were piled up upon sticks , or a kind of raised platform ; and about twenty pigs , and a few fowls , were running about loose .",FLORA
243,GB-7_sample_English_18.txt_14132-14281,pigs,"A good many fine yams were piled up upon sticks , or a kind of raised platform ; and about twenty pigs , and a few fowls , were running about loose .",FAUNA
244,GB-7_sample_English_18.txt_14132-14281,fowls,"A good many fine yams were piled up upon sticks , or a kind of raised platform ; and about twenty pigs , and a few fowls , were running about loose .",FAUNA
245,GB-7_sample_English_18.txt_14732-14897,orange,"We found on the beach a fruit like an orange , called by them Abbimora ; but whether it be fit for eating , I can not say , as this was decayed . [ * Or Mallicolla .",FLORA
246,GB-7_sample_English_18.txt_14732-14897,Abbimora,"We found on the beach a fruit like an orange , called by them Abbimora ; but whether it be fit for eating , I can not say , as this was decayed . [ * Or Mallicolla .",FLORA
247,GB-7_sample_English_18.txt_17741-17950,shell,"At the time we came out of the harbour , it was about low water , and great numbers of people were then on the shoals or reefs which lie along the shore , looking , as we supposed. , for shell and other fish .",FAUNA
248,GB-7_sample_English_18.txt_17741-17950,fish,"At the time we came out of the harbour , it was about low water , and great numbers of people were then on the shoals or reefs which lie along the shore , looking , as we supposed. , for shell and other fish .",FAUNA
249,GB-7_sample_English_18.txt_19655-19807,shells,"A curious one of the latter , four or five inches broad , wrought with thread or cord , and studded with shells , is worn by them just above the elbow .",FAUNA
250,GB-7_sample_English_18.txt_19808-19993,hogs,"Round the right wrist they wear hogs ' tusks , bent circular , and rings made of shells ; and round their left , a round piece of wood , which we judged was to ward off the bow-string .",FAUNA
251,GB-7_sample_English_18.txt_19808-19993,shells,"Round the right wrist they wear hogs ' tusks , bent circular , and rings made of shells ; and round their left , a round piece of wood , which we judged was to ward off the bow-string .",FAUNA
252,GB-7_sample_English_18.txt_21578-21633,goose,They express their admiration by hissing like a goose .,FAUNA
253,GB-7_sample_English_18.txt_21634-21800,fruits,"To judge of the country by the little water we saw of it , it must be fertile ; but I believe their fruits are not so good as those of the Society or Friendly Isles .",FLORA
254,GB-7_sample_English_18.txt_21801-21912,cocoa-nut trees,"Their cocoa-nut trees , I am certain , are not ; and their bread-fruit and plantains did not seem much better .",FLORA
255,GB-7_sample_English_18.txt_21801-21912,bread-fruit,"Their cocoa-nut trees , I am certain , are not ; and their bread-fruit and plantains did not seem much better .",FLORA
256,GB-7_sample_English_18.txt_21801-21912,plantains,"Their cocoa-nut trees , I am certain , are not ; and their bread-fruit and plantains did not seem much better .",FLORA
257,GB-7_sample_English_18.txt_21913-21954,yams,But their yams appeared to be very good .,FLORA
258,GB-7_sample_English_18.txt_21955-22016,animals,We saw no other animals than those I have already mentioned .,FAUNA
259,GB-7_sample_English_18.txt_22017-22223,dog,"They have not so much as a name for a dog , and consequently have none , for which reason we left them a dog and a bitch ; and there is no doubt they will be taken care of , as they were very fond of them .",FAUNA
260,GB-7_sample_English_18.txt_22017-22223,dog,"They have not so much as a name for a dog , and consequently have none , for which reason we left them a dog and a bitch ; and there is no doubt they will be taken care of , as they were very fond of them .",FAUNA
261,GB-7_sample_English_18.txt_22017-22223,bitch,"They have not so much as a name for a dog , and consequently have none , for which reason we left them a dog and a bitch ; and there is no doubt they will be taken care of , as they were very fond of them .",FAUNA
262,GB-7_sample_English_18.txt_22224-22319,dog,"After we had got to sea , we tried what effect one of the poisoned arrows would have on a dog .",FAUNA
263,GB-7_sample_English_18.txt_22449-22644,dog,"The surgeon now made a deep incision in the dog 's thigh , into which he laid a large portion of the poison , just as it was scraped from the arrows , and then bound up the wound with a bandage .",FAUNA
264,GB-7_sample_English_18.txt_22645-22807,dog,"For several days after we thought the dog was not so well as it had been before , but whether this was really so , or only suggested by imagination , I know not .",FAUNA
265,GB-116_sample_English_18.txt_0-248,thickets,"Author: Reuben Gold Thwaites
Title: Reuben Gold Thwaites
Language: English
On the 24th , in the morning , we found the banks wooded , and beyond the thickets were the chain of hills , in the middle of which were strata of the colour of red bricks .",FLORA
266,GB-116_sample_English_18.txt_1357-1487,poplars,"It issues below the high grey chain of hills , and its mouth is bordered with a fine wood of tall poplars , with willow thickets .",FLORA
267,GB-116_sample_English_18.txt_1357-1487,willow thickets,"It issues below the high grey chain of hills , and its mouth is bordered with a fine wood of tall poplars , with willow thickets .",FLORA
268,GB-116_sample_English_18.txt_1701-1818,buffaloes,"Herds of buffaloes are often seen here ; at this time they had left these parts : we saw , however , many antelopes .",FAUNA
269,GB-116_sample_English_18.txt_1701-1818,antelopes,"Herds of buffaloes are often seen here ; at this time they had left these parts : we saw , however , many antelopes .",FAUNA
270,GB-116_sample_English_18.txt_1901-2211,verdure,"Gentle eminences , with various rounded or flat tops , covered with bright verdure , formed the back-ground ; before them , tall poplar groves , and willow thickets on the bank of the river , whose dark blue waters , splendidly illumined by the setting sun , flowed , with many windings , through the prairie .",FLORA
271,GB-116_sample_English_18.txt_1901-2211,poplar,"Gentle eminences , with various rounded or flat tops , covered with bright verdure , formed the back-ground ; before them , tall poplar groves , and willow thickets on the bank of the river , whose dark blue waters , splendidly illumined by the setting sun , flowed , with many windings , through the prairie .",FLORA
272,GB-116_sample_English_18.txt_1901-2211,willow thickets,"Gentle eminences , with various rounded or flat tops , covered with bright verdure , formed the back-ground ; before them , tall poplar groves , and willow thickets on the bank of the river , whose dark blue waters , splendidly illumined by the setting sun , flowed , with many windings , through the prairie .",FLORA
273,GB-116_sample_English_18.txt_2212-2616,horses,"A little further on lay Fort Union , on a verdant plain , with the handsome American flag , gilded by the last rays of evening , floating in the azure sky , while a herd of horses grazing animated the peaceful scene . [ 351 ] As the steamer approached , the cannon of Fort Union fired a salute , with a running fire of musketry , to bid us welcome , which was answered in a similar manner by our vessel .",FAUNA
274,GB-116_sample_English_18.txt_5162-5559,buffaloes,"See _Original Journals of the Lewis and Clark Expedition_ , i , p . 291. -- ED . [ 341 ] See description of bear-dance , with illustration , in Catlin , _North American Indians_ , i , pp . 242-245. -- ED . [ 342 ] These stones are generally granite , not sharp , but rounded in front ; are used by the Indians to break the large bones of the buffaloes , of the marrow of which they are very fond .",FAUNA
275,GB-116_sample_English_18.txt_6198-6591,goose,"Within Garfield County , North Dakota , it is now denominated Pride Creek. -- ED . [ 346 ] Goose Egg Lake , so named by the explorers `` from the circumstance of my [ Clark ] shooting a goose on her nest on some sticks in the top of a high cotton wood tree in which there was one egg , '' is now Cold Spring Lake ( _Original Journals of the Lewis and Clark Expedition_ , i , pp . 304 , 305 ) .",FAUNA
276,GB-116_sample_English_18.txt_6198-6591,cotton wood tree,"Within Garfield County , North Dakota , it is now denominated Pride Creek. -- ED . [ 346 ] Goose Egg Lake , so named by the explorers `` from the circumstance of my [ Clark ] shooting a goose on her nest on some sticks in the top of a high cotton wood tree in which there was one egg , '' is now Cold Spring Lake ( _Original Journals of the Lewis and Clark Expedition_ , i , pp . 304 , 305 ) .",FLORA
277,GB-116_sample_English_18.txt_12211-12379,poplar,"This house is very commodious , and , like all the buildings of the inner quadrangle , constructed of poplar wood , the staple wood for building in this neighbourhood .",FLORA
278,GB-116_sample_English_18.txt_12380-12833,horses,"In the inner quadrangle are the residences of the clerks , the interpreters , and the _engagés_ , the powder magazine , the stores , or supplies of goods and bartered skins , various workshops for the handicraftsmen , smiths , carpenters , & c. , stables for the horses and cattle , rooms for receiving and entertaining the Indians ; and in the centre is the flag-staff , around which several half-breed Indian hunters had erected their leathern tents .",FAUNA
279,GB-116_sample_English_18.txt_12380-12833,cattle,"In the inner quadrangle are the residences of the clerks , the interpreters , and the _engagés_ , the powder magazine , the stores , or supplies of goods and bartered skins , various workshops for the handicraftsmen , smiths , carpenters , & c. , stables for the horses and cattle , rooms for receiving and entertaining the Indians ; and in the centre is the flag-staff , around which several half-breed Indian hunters had erected their leathern tents .",FAUNA
280,GB-116_sample_English_18.txt_12834-13083,horses,"A cannon was also placed here , with its mouth towards the principal [ pg . 188 ] entrance . [ 354 ] The fort contains about fifty or sixty horses , some mules , and an inconsiderable number of cattle , swine , goats , fowls , and domestic animals .",FAUNA
281,GB-116_sample_English_18.txt_12834-13083,mules,"A cannon was also placed here , with its mouth towards the principal [ pg . 188 ] entrance . [ 354 ] The fort contains about fifty or sixty horses , some mules , and an inconsiderable number of cattle , swine , goats , fowls , and domestic animals .",FAUNA
282,GB-116_sample_English_18.txt_12834-13083,cattle,"A cannon was also placed here , with its mouth towards the principal [ pg . 188 ] entrance . [ 354 ] The fort contains about fifty or sixty horses , some mules , and an inconsiderable number of cattle , swine , goats , fowls , and domestic animals .",FAUNA
