source_file,text,_sentence_text,annotation
BHL_1949_sample_English_18.0.txt,fenfible,"Thefe marrying the women of the country , their children fucceeded them in their place and pay as Janizaries j but being now , by their intermarriages , Moors , and natives of Mafuah , they became of courfe relations to each other , and always fubjed to the influence of the Navbe , The Naybe finding the great diftance he was from his protestors , the Turks in Arabia , on the other fide of the Red Sea , whofe garrifons were every day decaying in ftrength , and for the moft part reduced ; fenfible , too , how much he was in the power of 33^ TRAVELS TO DISCOVER the Abyflinians , his enemies and nearefl neighbours , i ) egan to think that it was better to fecure himfelf at home , by making fome advances to thofe in whofe Qpwer he was .",2
GB-70_sample_English_19.txt,most remarkable,"Later , taking Mirza and two guides , I forded and followed up the Ab-i-Arjanak for two miles by a most remarkable cañon .",5
GB-70_sample_English_19.txt,steep,"The lower part of its sides is steep and rocky , though not too steep for the growth of tamarisk scrub and much herbage , but above are prodigious conglomerate cliffs , and below , the river , which narrows to a stream , is concealed by enormous masses of conglomerate rock .",2
GB-70_sample_English_19.txt,prodigious,"The lower part of its sides is steep and rocky , though not too steep for the growth of tamarisk scrub and much herbage , but above are prodigious conglomerate cliffs , and below , the river , which narrows to a stream , is concealed by enormous masses of conglomerate rock .",4
GB-70_sample_English_19.txt,enormous masses,"The lower part of its sides is steep and rocky , though not too steep for the growth of tamarisk scrub and much herbage , but above are prodigious conglomerate cliffs , and below , the river , which narrows to a stream , is concealed by enormous masses of conglomerate rock .",4
GB-70_sample_English_19.txt,narrow,Arjanak has been built for security on some narrow ledges below these colossal walls .,2
GB-70_sample_English_19.txt,mere,"It is a mere eyrie , a collection of rude stone hovels , one above the other , among which the Khan 's house is distinguishable only by its _balakhana_ and larger size .",3
GB-70_sample_English_19.txt,rude,"It is a mere eyrie , a collection of rude stone hovels , one above the other , among which the Khan 's house is distinguishable only by its _balakhana_ and larger size .",2
GB-70_sample_English_19.txt,so narrow and shelving,"The paths on the dusty hillside are so narrow and shelving that I needed a helping hand as well as a stick to enable me to reach a small , oblong , rug-covered platform under some willow trees , where Mirab Khan received me , with a very repulsive-looking Seyyid scribe seated by him in front of a _samovar_ and tea equipage , from which he produced delicious tea , flavoured with lime-juice .",2
GB-70_sample_English_19.txt,a very repulsive-looking,"The paths on the dusty hillside are so narrow and shelving that I needed a helping hand as well as a stick to enable me to reach a small , oblong , rug-covered platform under some willow trees , where Mirab Khan received me , with a very repulsive-looking Seyyid scribe seated by him in front of a _samovar_ and tea equipage , from which he produced delicious tea , flavoured with lime-juice .",1
GB-70_sample_English_19.txt,courteous,"The Khan was courteous , _i.e._ he rose , and did not sit down till I did .",4
GB-70_sample_English_19.txt,timidly,"After the Agha returned , the three wives and many other women clustered timidly round me .",3
GB-70_sample_English_19.txt,very affectionate,"Two of them are very bright and pretty , and one , a Persian , very affectionate in her manner .",5
GB-70_sample_English_19.txt,his idol,"His Arab mare is his idol , not because she is a lovable animal and carries him well , but because she is valuable property .",5
GB-70_sample_English_19.txt,valuable property,"His Arab mare is his idol , not because she is a lovable animal and carries him well , but because she is valuable property .",4
GB-70_sample_English_19.txt,dainty,"She is a dainty , heartless , frivolous creature , very graceful and pretty , and in character much like a selfish , spoilt woman .",4
GB-70_sample_English_19.txt,heartless,"She is a dainty , heartless , frivolous creature , very graceful and pretty , and in character much like a selfish , spoilt woman .",1
GB-70_sample_English_19.txt,frivolous,"She is a dainty , heartless , frivolous creature , very graceful and pretty , and in character much like a selfish , spoilt woman .",2
GB-70_sample_English_19.txt,very graceful and pretty,"She is a dainty , heartless , frivolous creature , very graceful and pretty , and in character much like a selfish , spoilt woman .",5
GB-70_sample_English_19.txt,"like a selfish , spoilt woman","She is a dainty , heartless , frivolous creature , very graceful and pretty , and in character much like a selfish , spoilt woman .",1
GB-70_sample_English_19.txt,gloomy,"Mirab Khan had promised that not only guides but his son would accompany the Agha , but when I arrived at his eyrie the next morning it was evident that something was wrong , for the Agha looked gloomy , and Mirab Khan uncomfortable , and as I was dressing the wound of the snake-bitten man , the former said , `` So far as I can see , we are in a perfect hornets ' nest . '' Neither son nor guides were forthcoming .",2
GB-70_sample_English_19.txt,uncomfortable,"Mirab Khan had promised that not only guides but his son would accompany the Agha , but when I arrived at his eyrie the next morning it was evident that something was wrong , for the Agha looked gloomy , and Mirab Khan uncomfortable , and as I was dressing the wound of the snake-bitten man , the former said , `` So far as I can see , we are in a perfect hornets ' nest . '' Neither son nor guides were forthcoming .",2
GB-70_sample_English_19.txt,small,In one cavity there is a small perennial spring .,3
GB-70_sample_English_19.txt,perennial,In one cavity there is a small perennial spring .,4
GB-70_sample_English_19.txt,impregnable,"In case of attack the Khan and the people provision this hiding-place , and retire to it , believing it impregnable .",4
GB-70_sample_English_19.txt,beautiful open,"We left Diz Arjanak rather late in the afternoon , ascended a valley which opens out beyond it , forded the green bright waters of the Mauri Zarin , and crossed beautiful open hillsides and elevated plateaux on its right bank till we lost it in a highly picturesque gorge .",4
GB-70_sample_English_19.txt,elevated,"We left Diz Arjanak rather late in the afternoon , ascended a valley which opens out beyond it , forded the green bright waters of the Mauri Zarin , and crossed beautiful open hillsides and elevated plateaux on its right bank till we lost it in a highly picturesque gorge .",3
GB-70_sample_English_19.txt,highly picturesque,"We left Diz Arjanak rather late in the afternoon , ascended a valley which opens out beyond it , forded the green bright waters of the Mauri Zarin , and crossed beautiful open hillsides and elevated plateaux on its right bank till we lost it in a highly picturesque gorge .",5
GB-70_sample_English_19.txt,dangerous,"Some miles of very pleasant riding brought us to a rocky and dangerous path along the side of a precipice above the river Badush , so narrow as to involve the unloading of several mules , and a bad slip and narrow escape on the part of mine .",2
GB-70_sample_English_19.txt,narrow,"Crossing the Badush , and ascending a narrow ravine through which it flows , we camped at its source at the junction of two wild gullies , where the Sahib , after sundry serious risks , had already arrived .",2
GB-70_sample_English_19.txt,wild,"Crossing the Badush , and ascending a narrow ravine through which it flows , we camped at its source at the junction of two wild gullies , where the Sahib , after sundry serious risks , had already arrived .",3
GB-70_sample_English_19.txt,high,"Camp Badush , at a height of 9100 feet , though shut in by high mountains , was cool -- a barren , rocky , treeless spot .",3
GB-70_sample_English_19.txt,cool,"Camp Badush , at a height of 9100 feet , though shut in by high mountains , was cool -- a barren , rocky , treeless spot .",3
GB-70_sample_English_19.txt,barren,"Camp Badush , at a height of 9100 feet , though shut in by high mountains , was cool -- a barren , rocky , treeless spot .",2
GB-70_sample_English_19.txt,which burned in the camp-fires fairly well,"A great deal of bituminous shale was lying about , which burned in the camp-fires fairly well , but with a black heavy smoke and a strong smell .",4
GB-70_sample_English_19.txt,great,"After a restful halt we retraced our route by a low path which avoided the difficult precipices above the Badush , forded it several times , crossed a low pass , descended to the valley of the Mauri Zarin , forded the river , and marched for some miles along its left bank , till the valley opened on great grassy slopes , the skirts of the rocky spurs which buttress the grand mountain Shuturun , the '' Camel Mountain , '' so called from its shape .",4
GB-70_sample_English_19.txt,grand,"After a restful halt we retraced our route by a low path which avoided the difficult precipices above the Badush , forded it several times , crossed a low pass , descended to the valley of the Mauri Zarin , forded the river , and marched for some miles along its left bank , till the valley opened on great grassy slopes , the skirts of the rocky spurs which buttress the grand mountain Shuturun , the '' Camel Mountain , '' so called from its shape .",4
GB-70_sample_English_19.txt,formless,"It was a very uninteresting march , through formless gravelly hills , with their herbage all eaten down , nothing remaining but tamarisk scrub and a coarse yellow salvia .",2
GB-70_sample_English_19.txt,eaten down,"It was a very uninteresting march , through formless gravelly hills , with their herbage all eaten down , nothing remaining but tamarisk scrub and a coarse yellow salvia .",1
GB-70_sample_English_19.txt,coarse,"It was a very uninteresting march , through formless gravelly hills , with their herbage all eaten down , nothing remaining but tamarisk scrub and a coarse yellow salvia .",2
GB-70_sample_English_19.txt,charming,"This is a charming camping-ground covered with fine turf , damp , I fear , and some of the men are `` down '' with fever and rheumatism .",4
GB-70_sample_English_19.txt,fine,"This is a charming camping-ground covered with fine turf , damp , I fear , and some of the men are `` down '' with fever and rheumatism .",4
GB-70_sample_English_19.txt,devoted young servant,"Ischaryar , Aziz Khan's devoted young servant , the gentlest and kindest Bakhtiari I have seen , became quite ill of acute rheumatism with fever , and felt so very ill and weak that he thought he was going to die .",4
GB-70_sample_English_19.txt,gentlest,"Ischaryar , Aziz Khan's devoted young servant , the gentlest and kindest Bakhtiari I have seen , became quite ill of acute rheumatism with fever , and felt so very ill and weak that he thought he was going to die .",5
GB-70_sample_English_19.txt,kindest,"Ischaryar , Aziz Khan's devoted young servant , the gentlest and kindest Bakhtiari I have seen , became quite ill of acute rheumatism with fever , and felt so very ill and weak that he thought he was going to die .",5
GB-70_sample_English_19.txt,tasteful little bouquets,"He brings tasteful little bouquets of flowers , gathers wild cherries , and shows the little courtesies which spring from a kindly nature .",5
GB-70_sample_English_19.txt,little courtesies which spring from a kindly nature,"He brings tasteful little bouquets of flowers , gathers wild cherries , and shows the little courtesies which spring from a kindly nature .",5
GB-70_sample_English_19.txt,"Hard , cunning , unblushing greed","Hard , cunning , unblushing greed is as painful a characteristic of the Bakhtiaris as it is of the Persians .",1
GB-70_sample_English_19.txt,coward,"Aziz Khan wants us to return to Diz Arjanak , fearing that we may become implicated , and the Agha is calling him a coward , and telling him to ride back alone .",1
GB-70_sample_English_19.txt,very bright,"and he replied , `` Yes , if it were my quarrel . '' The sun was very bright , the sky very blue , and the smoke very white as it drifted over the lonely ravine and burst in clouds from the hill-tops .",4
GB-70_sample_English_19.txt,very blue,"and he replied , `` Yes , if it were my quarrel . '' The sun was very bright , the sky very blue , and the smoke very white as it drifted over the lonely ravine and burst in clouds from the hill-tops .",4
GB-70_sample_English_19.txt,lonely,"and he replied , `` Yes , if it were my quarrel . '' The sun was very bright , the sky very blue , and the smoke very white as it drifted over the lonely ravine and burst in clouds from the hill-tops .",3
GB-70_sample_English_19.txt,wild war-shouts,"I saw the combatants distinctly without a glass , and heard their wild war-shouts .",1
GB-70_sample_English_19.txt,impregnable,"FOOTNOTES : [ 6 ] A `` Diz '' is a natural fort believed to be impregnable . [ 7 ] To English people the Bakhtiaris profess great friendliness for England , and the opinion has been expressed by some well-informed writers that , in the event of an English occupation of the country , their light horse , drilled by English officers , would prove valuable auxiliaries .",4
GB-70_sample_English_19.txt,well-informed,"FOOTNOTES : [ 6 ] A `` Diz '' is a natural fort believed to be impregnable . [ 7 ] To English people the Bakhtiaris profess great friendliness for England , and the opinion has been expressed by some well-informed writers that , in the event of an English occupation of the country , their light horse , drilled by English officers , would prove valuable auxiliaries .",4
GB-70_sample_English_19.txt,their light horse,"FOOTNOTES : [ 6 ] A `` Diz '' is a natural fort believed to be impregnable . [ 7 ] To English people the Bakhtiaris profess great friendliness for England , and the opinion has been expressed by some well-informed writers that , in the event of an English occupation of the country , their light horse , drilled by English officers , would prove valuable auxiliaries .",4
GB-70_sample_English_19.txt,valuable auxiliaries,"FOOTNOTES : [ 6 ] A `` Diz '' is a natural fort believed to be impregnable . [ 7 ] To English people the Bakhtiaris profess great friendliness for England , and the opinion has been expressed by some well-informed writers that , in the event of an English occupation of the country , their light horse , drilled by English officers , would prove valuable auxiliaries .",4
GB-70_sample_English_19.txt,powerful,"Yesterday we marched through narrow defiles and along hillsides to this lake , without seeing a tent , a man , or even a sheep or goat , following a stream which bears several names and receives several torrents which burst , full grown , from powerful springs in the mountain sides -- a frequent phenomenon in this country -- from its source till its entrance into this lake .",4
GB-70_sample_English_19.txt,deep ravines,"On the right bank rise the magnificent ranges which form Shuturun , broken up into precipices , deep ravines , and peaks , all rocky and shapely , and absolutely denuded of soil .",2
GB-70_sample_English_19.txt,shapely,"On the right bank rise the magnificent ranges which form Shuturun , broken up into precipices , deep ravines , and peaks , all rocky and shapely , and absolutely denuded of soil .",4
GB-70_sample_English_19.txt,belated,"The mountains on the left bank are great shapeless masses of bare gravel rising into the high but blunt summit of the Sefid Kuh , with only occasional outcrops of rock ; here and there among the crevices of the rocky spurs of Shuturun the _Juniperus excelsa_ plants itself ; otherwise , on the sun-scorched gravel only low tamarisk bushes , yellow salvias , a few belated campanulas , and a very lovely blue _Trichodesma mollis_ remain .",2
GB-70_sample_English_19.txt,a very lovely blue,"The mountains on the left bank are great shapeless masses of bare gravel rising into the high but blunt summit of the Sefid Kuh , with only occasional outcrops of rock ; here and there among the crevices of the rocky spurs of Shuturun the _Juniperus excelsa_ plants itself ; otherwise , on the sun-scorched gravel only low tamarisk bushes , yellow salvias , a few belated campanulas , and a very lovely blue _Trichodesma mollis_ remain .",5
GB-70_sample_English_19.txt,a unique surprise,"On reaching the top of a very long ascent there was a unique surprise , for below , walled in by precipitous mountain sides , lies a lake of wonderful beauty , owing to its indescribable colour .",5
GB-70_sample_English_19.txt,wonderful beauty,"On reaching the top of a very long ascent there was a unique surprise , for below , walled in by precipitous mountain sides , lies a lake of wonderful beauty , owing to its indescribable colour .",5
GB-70_sample_English_19.txt,its indescribable colour,"On reaching the top of a very long ascent there was a unique surprise , for below , walled in by precipitous mountain sides , lies a lake of wonderful beauty , owing to its indescribable colour .",4
GB-70_sample_English_19.txt,Wild,"Wild , fierce , and rocky are the high mountains in which this gem is set , and now verdureless , except that in some places where their steep sides enter the water willows and hawthorns find scanty roothold .",3
GB-70_sample_English_19.txt,fierce,"Wild , fierce , and rocky are the high mountains in which this gem is set , and now verdureless , except that in some places where their steep sides enter the water willows and hawthorns find scanty roothold .",3
GB-70_sample_English_19.txt,this gem,"Wild , fierce , and rocky are the high mountains in which this gem is set , and now verdureless , except that in some places where their steep sides enter the water willows and hawthorns find scanty roothold .",4
GB-70_sample_English_19.txt,now verdureless,"Wild , fierce , and rocky are the high mountains in which this gem is set , and now verdureless , except that in some places where their steep sides enter the water willows and hawthorns find scanty roothold .",2
GB-70_sample_English_19.txt,scanty roothold,"Wild , fierce , and rocky are the high mountains in which this gem is set , and now verdureless , except that in some places where their steep sides enter the water willows and hawthorns find scanty roothold .",2
GB-70_sample_English_19.txt,small,"Where the river enters the lake there is a thicket of small willows , and where it leaves it its bright waters ripple through a wood of cherry , pear , plum , and hawthorn .",3
GB-70_sample_English_19.txt,lovely,"This lovely lake , having no native name , will be known henceforward geographically as Lake Irene .",4
GB-70_sample_English_19.txt,sapphire blue,"Its waters lie in depths of sapphire blue , with streaks and shallows of green , but what a green !",4
GB-70_sample_English_19.txt,streaks and shallows of green,"Its waters lie in depths of sapphire blue , with streaks and shallows of green , but what a green !",3
GB-70_sample_English_19.txt,what a green,"Its waters lie in depths of sapphire blue , with streaks and shallows of green , but what a green !",4
GB-70_sample_English_19.txt,from sapphire to turquoise,"Were a pea transparent , vivid , full of points and flashes of interior light , that would be the nearest approach to the colour , which changes never , while through the blazing hours the blue of the great depths in the centre has altered from sapphire to turquoise , and from turquoise to lapis-lazuli , one end and one side being permanently bordered round the margin with liquid emerald .",4
GB-70_sample_English_19.txt,from turquoise to lapis-lazuli,"Were a pea transparent , vivid , full of points and flashes of interior light , that would be the nearest approach to the colour , which changes never , while through the blazing hours the blue of the great depths in the centre has altered from sapphire to turquoise , and from turquoise to lapis-lazuli , one end and one side being permanently bordered round the margin with liquid emerald .",4
GB-70_sample_English_19.txt,liquid emerald,"Were a pea transparent , vivid , full of points and flashes of interior light , that would be the nearest approach to the colour , which changes never , while through the blazing hours the blue of the great depths in the centre has altered from sapphire to turquoise , and from turquoise to lapis-lazuli , one end and one side being permanently bordered round the margin with liquid emerald .",4
GB-70_sample_English_19.txt,ripe,"A blazing hillside ; a mountain of gravel among others of similar ugliness , sprinkled with camel thorn and thistles ; a steep and long descent to a stream ; ripe wheat on some irrigated slopes ; above these the hundred hovels of the village of Sarawand clinging one above another to the hillside , their white clay roofs intolerable in the fierce light ; more scorched gravel hills breaking off abruptly , and then a blazing plain , in a mist of dust and heat , and low hills on the farther side seen through a brown haze , make up the view from my tent .",4
GB-70_sample_English_19.txt,fierce,"A blazing hillside ; a mountain of gravel among others of similar ugliness , sprinkled with camel thorn and thistles ; a steep and long descent to a stream ; ripe wheat on some irrigated slopes ; above these the hundred hovels of the village of Sarawand clinging one above another to the hillside , their white clay roofs intolerable in the fierce light ; more scorched gravel hills breaking off abruptly , and then a blazing plain , in a mist of dust and heat , and low hills on the farther side seen through a brown haze , make up the view from my tent .",4
GB-70_sample_English_19.txt,curiosity is not restrained,"The _ketchuda_ said if I would stand outside and show myself the people would be pacified , but the desired result was not attained , and the crushing and pushing were fearful -- not that the people here or elsewhere are ever rude , it is simply that their curiosity is not restrained by those rules which govern ours .",2
GB-70_sample_English_19.txt,tall,"_Camp Parwez , July 31._ -- We left early in the morning , _en route_ for the fort of Yahya Khan , the powerful chief of the Pulawand tribe , with a tall , well-dressed , and very respectable-looking man , Bagha Khan , one of his many fathers-in-law , the father of the present `` reigning favourite , '' as guide .",3
GB-70_sample_English_19.txt,well-dressed,"_Camp Parwez , July 31._ -- We left early in the morning , _en route_ for the fort of Yahya Khan , the powerful chief of the Pulawand tribe , with a tall , well-dressed , and very respectable-looking man , Bagha Khan , one of his many fathers-in-law , the father of the present `` reigning favourite , '' as guide .",4
GB-70_sample_English_19.txt,very respectable-looking,"_Camp Parwez , July 31._ -- We left early in the morning , _en route_ for the fort of Yahya Khan , the powerful chief of the Pulawand tribe , with a tall , well-dressed , and very respectable-looking man , Bagha Khan , one of his many fathers-in-law , the father of the present `` reigning favourite , '' as guide .",5
GB-70_sample_English_19.txt,always with fine views,"It was a very pretty track , pursuing sheep-paths over steep spurs of Parwez , and along the narrow crests of ridges , always with fine views .",4
GB-70_sample_English_19.txt,his courage,No one could doubt his courage after that solitary ascent in the very face of the guns .,4
GB-70_sample_English_19.txt,anxious to fight,"Karim cantered up , anxious to fight , Mujid and Hassan , much excited , dashed up , and we rode on slowly , Hadji and his _charvadars_ bringing up the caravan as steadily as if there were no danger ahead .",4
GB-70_sample_English_19.txt,much excited,"Karim cantered up , anxious to fight , Mujid and Hassan , much excited , dashed up , and we rode on slowly , Hadji and his _charvadars_ bringing up the caravan as steadily as if there were no danger ahead .",4
GB-70_sample_English_19.txt,frightened,"They were frightened , they said , and fired because they thought we were come to harm them .",2
GB-104_sample_English_20.txt,awful throng and confusion,"It happened in the awful throng and confusion of Castle Garden , the old landing place of immigrants at New York City .",2
GB-104_sample_English_20.txt,vast spaces,"But in the noise and confusion of embarking on certain transports taking us to the railway on the main land , she seems to have lost her head as well as her charge , and I recall that I found myself wandering alone among the vast spaces of Castle Garden and the docks .",4
GB-104_sample_English_20.txt,extended the glad hand of welcome that day,"Among the men who undertook to receive this large company in their homes and to help them get established in homes of their own , and who extended the glad hand of welcome that day , should be mentioned these : Stingrim Hinseth , Ingebricht Fagerhaugh , Haldo Saether , John Rye , John Aalbu and Halvor Hinseth .",4
GB-104_sample_English_20.txt,points of light,"These points of light were , of course , fire flies , so called , or certain phosphorescent bugs which at that time were very numerous because of the abundant grass prevailing everywhere .",4
GB-104_sample_English_20.txt,very numerous,"These points of light were , of course , fire flies , so called , or certain phosphorescent bugs which at that time were very numerous because of the abundant grass prevailing everywhere .",4
GB-104_sample_English_20.txt,abundant,"These points of light were , of course , fire flies , so called , or certain phosphorescent bugs which at that time were very numerous because of the abundant grass prevailing everywhere .",4
GB-104_sample_English_20.txt,prevailing everywhere,"These points of light were , of course , fire flies , so called , or certain phosphorescent bugs which at that time were very numerous because of the abundant grass prevailing everywhere .",4
GB-104_sample_English_20.txt,far stretching,But back of the creek bottom where these earliest homesteaders had located was the far stretching open prairie -- a sea of waving grass -- with a lonely dug-out only here and there and vast stretches of '' no man 's land '' between .,4
GB-104_sample_English_20.txt,a sea of waving grass,But back of the creek bottom where these earliest homesteaders had located was the far stretching open prairie -- a sea of waving grass -- with a lonely dug-out only here and there and vast stretches of '' no man 's land '' between .,4
GB-104_sample_English_20.txt,lonely dug-out only here and there,But back of the creek bottom where these earliest homesteaders had located was the far stretching open prairie -- a sea of waving grass -- with a lonely dug-out only here and there and vast stretches of '' no man 's land '' between .,2
GB-104_sample_English_20.txt,vast stretches of '' no man 's land '' between,But back of the creek bottom where these earliest homesteaders had located was the far stretching open prairie -- a sea of waving grass -- with a lonely dug-out only here and there and vast stretches of '' no man 's land '' between .,2
GB-104_sample_English_20.txt,waving field of,"There is today many a waving field of corn and grain where we boys of the first generation of settlers once launched our home made boats , hunted ducks , swam and occasionally came near drowning .",4
GB-104_sample_English_20.txt,best travelled,The best travelled of the trails in the part of the country we are describing was the old territorial trail called the Sioux Falls Road .,4
GB-104_sample_English_20.txt,with stately slowness,"This angled in a north-easterly direction all the way from Yankton to Sioux Falls , and many a prairie schooner could be seen moving with stately slowness over this road , not to speak of other vehicles which were numerous .",4
GB-104_sample_English_20.txt,were herded far and wide,"There were no wire fences to mark boundaries between farms or to form pastures in those days , and the cattle were herded far and wide .",4
GB-104_sample_English_20.txt,advanced and perhaps more stylish,The sod house was a more advanced and perhaps more stylish dwelling .,4
GB-104_sample_English_20.txt,made of well tramped mud and straw,"Closely related to the sod house was the mud house where the walls , about two or three feet thick , were made of well tramped mud and straw .",4
GB-104_sample_English_20.txt,were both comfortable and sightly,These mud houses were at times whitewashed and were both comfortable and sightly .,4
GB-104_sample_English_20.txt,not so bad when properly built,As for comfort in the cold winter the dug-out and sod house were not so bad when properly built .,4
GB-104_sample_English_20.txt,a luxury which many an early settler had to look forward to,"A house made of lumber was a luxury which many an early settler had to look forward to for many a hard , long year , and often he had to die in the dug-out or sod shanty .",4
GB-104_sample_English_20.txt,and often he had to die in,"A house made of lumber was a luxury which many an early settler had to look forward to for many a hard , long year , and often he had to die in the dug-out or sod shanty .",1
GB-104_sample_English_20.txt,in the class of the most well-to-do,This type of house put one in the class of the most well-to-do ; and such a habitation was the hope and dream of years for many a pilgrim mother of those days .,4
GB-104_sample_English_20.txt,the hope and dream of years for many a pilgrim mother,This type of house put one in the class of the most well-to-do ; and such a habitation was the hope and dream of years for many a pilgrim mother of those days .,4
GB-104_sample_English_20.txt,howling wilderness,"What could these men -- farmers and men of trades -- do in this howling wilderness of grass , grass and nothing but grass ?",2
GB-104_sample_English_20.txt,nothing but,"What could these men -- farmers and men of trades -- do in this howling wilderness of grass , grass and nothing but grass ?",2
GB-104_sample_English_20.txt,how they stung,"Yes , there was something else -- mosquitoes -- and oh , how they stung !",2
GB-104_sample_English_20.txt,incessantly and mercilessly they attacked the fair soft skin of these pilgrims,"Also flies , and how incessantly and mercilessly they attacked the fair soft skin of these pilgrims from the Norseland !",2
GB-104_sample_English_20.txt,years would be required to make cultivated fields out of this sea,"Shoes were bought ; houses were of sod or earth and needed no paint ; years would be required to make cultivated fields out of this sea of grass , and meanwhile they and their families must somehow live .",2
GB-104_sample_English_20.txt,without cooling,"The dwellings were small , without cooling porches , and in summer necessarily hot , and they had no screens to protect the inmates from the blood-thirsty fly and mosquito .",2
GB-104_sample_English_20.txt,blood-thirsty,"The dwellings were small , without cooling porches , and in summer necessarily hot , and they had no screens to protect the inmates from the blood-thirsty fly and mosquito .",2
GB-104_sample_English_20.txt,"even with nothing but a shirt on my back , I should be the happiest man alive","But this I do know , that now I have no money either to take myself or any of you back again . '' `` Then , '' rejoined the first one , `` if now I could stand on the highway where we started , even with nothing but a shirt on my back , I should be the happiest man alive . '' Another said : `` There is not even grass here such as one can cut with a scythe and , as for land I shall have none of it . '' And in his case it became so .",4
GB-104_sample_English_20.txt,not even,"But this I do know , that now I have no money either to take myself or any of you back again . '' `` Then , '' rejoined the first one , `` if now I could stand on the highway where we started , even with nothing but a shirt on my back , I should be the happiest man alive . '' Another said : `` There is not even grass here such as one can cut with a scythe and , as for land I shall have none of it . '' And in his case it became so .",2
GB-104_sample_English_20.txt,I have up till this time considered you a man of sense and good judgment,"Father tried to take a brighter view and to cheer those complaining ones and said to Iver Sneve , who had just expressed the wish to be back on the old sod : `` In three years you will be butchering your own pork , raised on your farm in this new land . '' Then Iver broke out into his characteristically loud , uproarious laughter , full of incredulity and almost scorn , and said : `` Berhaug Rise , I have up till this time considered you a man of sense and good judgment , but now I am compelled to believe that your mind 's eye is shimmering .",4
GB-104_sample_English_20.txt,now I am compelled to believe that your mind 's eye is shimmering,"Father tried to take a brighter view and to cheer those complaining ones and said to Iver Sneve , who had just expressed the wish to be back on the old sod : `` In three years you will be butchering your own pork , raised on your farm in this new land . '' Then Iver broke out into his characteristically loud , uproarious laughter , full of incredulity and almost scorn , and said : `` Berhaug Rise , I have up till this time considered you a man of sense and good judgment , but now I am compelled to believe that your mind 's eye is shimmering .",2
GB-104_sample_English_20.txt,will have finished me before that time,"Unless some one takes pity on me and helps me to return home , the flies and mosquitoes alone will have finished me before that time .",1
GB-104_sample_English_20.txt,hot,"But ten hours a day , in the hot sun and with an Irish boss over them to see that these implements kept constantly moving , was no soft initiation for these fair skinned men just out of a much colder climate .",2
GB-104_sample_English_20.txt,deep,"And the deep snow never left until nearly the middle of April , when the big flood of 1881 resulted .",2
GB-104_sample_English_20.txt,big,"And the deep snow never left until nearly the middle of April , when the big flood of 1881 resulted .",2
GB-104_sample_English_20.txt,it is hard to see how we could have survived that first winter,"But if it had not been for the old oaken stumps and the warm woolen clothes we had brought with us , it is hard to see how we could have survived that first winter .",4
GB-104_sample_English_20.txt,this combination did not prove a success,"But this combination did not prove a success , for whenever the chickens fell down or ventured down to their room mates below , they were eaten up by the pigs .",2
GB-104_sample_English_20.txt,wild,"It was well that the ropes were new and fairly long , for it took three days of both brave and skilled maneuvering to get these wild animals of the plains to the home of their new masters .",2
GB-104_sample_English_20.txt,"they were in due time subdued and served many years , and faithfully","It should be said to their credit , however , that by the help of Lars Almen , above referred to , they were in due time subdued and served many years , and faithfully , according to their size and strength , with only an occasional runaway .",4
GB-104_sample_English_20.txt,really helped subdue the soil and lay the foundations for farming and prosperity in general,But it was after all the ox who really helped subdue the soil and lay the foundations for farming and prosperity in general .,4
GB-104_sample_English_20.txt,bare,"If any one should get the impression from this seemingly one-sided treatment that pioneer mothers bore any lesser part of the burdens and sacrifices incident to leaving the land of their birth , and beginning all over again the long struggle of re-establishing themselves , and that , too , on the bare prairie where there was absolutely nothing to begin with , such a one has been greatly misled .",2
GB-104_sample_English_20.txt,where there was absolutely nothing to begin with,"If any one should get the impression from this seemingly one-sided treatment that pioneer mothers bore any lesser part of the burdens and sacrifices incident to leaving the land of their birth , and beginning all over again the long struggle of re-establishing themselves , and that , too , on the bare prairie where there was absolutely nothing to begin with , such a one has been greatly misled .",2
GB-104_sample_English_20.txt,lonely,"Our mothers left their home relations , kindred and neighbors close around them , to be set down on a lonely prairie , cut off from all the dear relationships of childhood and womanhood .",2
GB-104_sample_English_20.txt,cut off from all the dear relationships of childhood and womanhood,"Our mothers left their home relations , kindred and neighbors close around them , to be set down on a lonely prairie , cut off from all the dear relationships of childhood and womanhood .",2
GB-104_sample_English_20.txt,physical discomforts of the climate,"For if you are a man child of this stock and you had been there and then , with all the physical discomforts of the climate , lack of suitable clothes and food , not to speak of the frequently loathsome drinking water , you might have felt justified in the use of a nerve sedative too .",2
GB-104_sample_English_20.txt,used it in such beastly excess as is often seen today,"It shall be said to their credit , too , that while most of the men of that day used the weed , few of them used it in such beastly excess as is often seen today .",2
GB-104_sample_English_20.txt,great decision,"Finding revealed thru all this procedure the persecution both of the civil and the ecclesiastical authorities , and seeing no chance at that point of either religious or economic betterment for themselves and their children , they came to the great decision to try their fortunes in the far-away land of which they had heard many and strange tales .",4
GB-104_sample_English_20.txt,strange,"Finding revealed thru all this procedure the persecution both of the civil and the ecclesiastical authorities , and seeing no chance at that point of either religious or economic betterment for themselves and their children , they came to the great decision to try their fortunes in the far-away land of which they had heard many and strange tales .",2
GB-104_sample_English_20.txt,dreams,"For them , as for so many others of every race and tongue , this far-away land was the land of their dreams ; the land of the true where they could live anew ; where the song birds dwell ; the land of promise , and also of fulfillment , of hitherto crushed hopes and thwarted aspirations .",4
