sentence,text,_sentence_text,aspect_cat
BHL_957_sample_Dutch_19.0.txt_11905-12842,hagedissen,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FAUNA
BHL_957_sample_Dutch_19.0.txt_11905-12842,zoet water,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FAUNA
BHL_957_sample_Dutch_19.0.txt_11905-12842,zeevisschen,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FAUNA
BHL_957_sample_Dutch_19.0.txt_11905-12842,mosselen,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FAUNA
BHL_957_sample_Dutch_19.0.txt_11905-12842,oesters,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FAUNA
BHL_957_sample_Dutch_19.0.txt_11905-12842,krabben,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FAUNA
BHL_957_sample_Dutch_19.0.txt_11905-12842,kreeften,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FAUNA
BHL_957_sample_Dutch_19.0.txt_11905-12842,Holoturien,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FAUNA
BHL_957_sample_Dutch_19.0.txt_11905-12842,tripans,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FAUNA
BHL_957_sample_Dutch_19.0.txt_11905-12842,vruchten,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FLORA
BHL_957_sample_Dutch_19.0.txt_11905-12842,kokosnoten,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FLORA
BHL_957_sample_Dutch_19.0.txt_11905-12842,pisang,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FLORA
BHL_957_sample_Dutch_19.0.txt_11905-12842,papaijen,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FLORA
BHL_957_sample_Dutch_19.0.txt_11905-12842,jamboe,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FLORA
BHL_957_sample_Dutch_19.0.txt_11905-12842,limoenen,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FLORA
BHL_957_sample_Dutch_19.0.txt_11905-12842,manga,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FLORA
BHL_957_sample_Dutch_19.0.txt_11905-12842,komkommers,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FLORA
BHL_957_sample_Dutch_19.0.txt_11905-12842,laboe,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FLORA
BHL_957_sample_Dutch_19.0.txt_11905-12842,katjang,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FLORA
BHL_957_sample_Dutch_19.0.txt_11905-12842,kinsing,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FLORA
BHL_957_sample_Dutch_19.0.txt_11905-12842,muskaatno- ten,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FLORA
BHL_957_sample_Dutch_19.0.txt_11905-12842,kanarie,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FLORA
BHL_957_sample_Dutch_19.0.txt_11905-12842,sago,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FLORA
BHL_957_sample_Dutch_19.0.txt_11905-12842,suikerriet,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FLORA
BHL_957_sample_Dutch_19.0.txt_11905-12842,massoy,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FLORA
BHL_957_sample_Dutch_19.0.txt_11905-12842,bellishave,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FLORA
BHL_957_sample_Dutch_19.0.txt_11905-12842,rosamala,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FLORA
BHL_957_sample_Dutch_19.0.txt_11905-12842,bamboe,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FLORA
BHL_957_sample_Dutch_19.0.txt_11905-12842,rottang,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FLORA
BHL_957_sample_Dutch_19.0.txt_11905-12842,atap,"In het algemeen genomen , zijn de voort- brengselen van Nieuw Guinea van dieren en planten de volgende : honden , varkens , koeskoes ( soort van luiaard ) , en kangoeroes , verscheidene soorten van para- dijsvogels , casuaren , kroon- en andere duiven , vele soor- ten van kakatoeen , papegaaijen en watersnippen , twee soorten van schildpadden , krokodillen , vele soorten van slangen ( geene giftslangen ) en hagedissen , vele zoet water- en zeevisschen , mosselen , oesters , paarlen en paarlemoerschelpen , krabben en kreeften , en vele soor- ten van Holoturien ( tripans ) ; A'ele soorten van vruchten , als : kokosnoten , pisang , papaijen , jamboe , limoenen , manga , komkommers , laboe , katjang , kinsing muskaatno- ten ( X 74 ) ten en kanarie , vele soorten van obies padatters , ijams , sago en suikerriet , massoy , bellishave en rosamala , bamboe , rottang , atap en goemoetie , ijzerhout , en vele soorten van timmerhout .",FLORA
